OverNumber,Bowlers_Name,Batsman_Name,Outcome,Runs,Delivery_Length,Delivery_Line,Delivery_type,Shot_type,Shot_Field_Position,Hit_type,Innings_No
1,Sami  ,Babar Azam,Single,1,GoodLength    ,Null,Flick,Null,ShortFineLeg,Missed,2
14,Sami  ,Babar Azam,Single,1,GoodLength   ,WideOff,Null,Null,Cover,Null,2
14,Raees  ,Babar Azam,Dot,0,GoodLength    ,WideOff,Null,Pulled,Null,Null,2
14,Raees  ,Babar Azam,Four,4,Null,Null,Null,Null,midwicket,Null,2
14,Raees  ,Babar Azam,Dot,0,Null,OutsideOff,SlowBall,Null,front cover,Null,2
12,Raees  ,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Edged,2
12,Raees  ,Babar Azam,Dot,0,FullLength,AroundOff,Null,Punched,Bowler,Middled,1
12,Lamichhane  ,Babar Azam,Dot,0,Short,DownTheLegSide,Null,Tuckle,MidWicket,Middled,1
11,Wiese  ,Babar Azam,Dot,0,GoodLength,AroundOff,Null,Defended,Point,Middled,1
11,Wiese  ,Babar Azam,Dot,0,FullLength,AroundOff,Null,Drive,Cover,Middled,1
6,Wiese  ,Babar Azam,Dot,0,GoodLength,Null,Null,Dabbed,Slip1,edge,1
6,Wiese  ,Babar Azam,Dot,0,GoodLength,LegStump,SwingingIn,Flick,Null,Missed,1
6,Wiese  ,Babar Azam,Single,1,GoodLength,Null,Null,Flick,SquareLeg,Edged,1
5,Lamichhane  ,Babar Azam,Double,2,Null,OutsideOff,Null,Drive,ExraCover,Middled,1
5,Lamichhane  ,Babar Azam,Dot,0,Null,OutsideOff,Null,Defended,Null,outside edge,1
4,Cheema  ,Babar Azam,Single,1,Null,Null,Null,Crunched,DownTheWicket,Middled,1
4,Cheema  ,Babar Azam,Dot,0,Short,AroundOff,Null,Pulled,MidWicket,Middled,1
4,Cheema  ,Babar Azam,Dot,0,Null,Null,Null,Punched,WicketKeeper,miss,1
3,Zaman  ,Babar Azam,Single,1,GoodLength,Null,Null,Flick,MidWicket,Middled,1
3,Mohammad Ilyas  ,Babar Azam,Four,4,Null,OutsideOff,Null,Pulled,RightMidWicket,Middled,1
3,Irfan  ,Babar Azam,Dot,0,Null,across off,AnglingIn,Defended,Cover,Middled,1
3,Irfan  ,Babar Azam,Single,1,Null,Null,Null,Dabbed,Point,Middled,1
2,Irfan  ,Babar Azam,Dot,0,FullLength,Null,Null,Drive,ExraCover,Middled,1
18,Irfan  ,Babar Azam,Dot,0,FullLength,OutsideOff,SlowerBall,Pulled,Null,Missed,1
17,Irfan  ,Babar Azam,Single,1,GoodLength,Null,Null,Defended,Cover,Middled,1
17,Abbas  ,Babar Azam,Single,1,GoodLength,Null,Null,Null,Null,Null,1
17,Abbas  ,Babar Azam,Double,2,Short,Null,Null,On drive,MidWicket,Middled,1
17,Mohammad Hasnain  ,Babar Azam,Single,1,FullLength,Null,Null,Pulled,LongOn,Middled,1
16,Mohammad Hasnain  ,Babar Azam,Double,2,Short,DownTheLegSide,Null,Flick,DeepSquareLeg,Middled,1
16,Mohammad Hasnain  ,Babar Azam,Double,2,Short,Null,Null,Punched,CoverSweeper,Middle,1
15,Mohammad Hasnain  ,Babar Azam,Single,1,FullLength,Null,SlowerBall,Null,DeepOnTheOffside,Middle,1
15,Fawad  ,Babar Azam,Double,2,Short,Null,SlowerBall,Cut,ThirdMan,Middle,1
15,Mohammad Hasnain  ,Babar Azam,Double,2,Yorker,OnThePads,Null,Whipped ,DeepMidWicket,Middle,1
15,Mohammad Hasnain  ,Babar Azam,Single,1,FullLength,Null,Null,Whipped ,MidWicket,Middle,1
15,Mohammad Hasnain  ,Babar Azam,Single,1,Null,AroundOff,Null,Null,MidWicket,Middle,1
14,Raees  ,Babar Azam,Single,1,Null,Null,Null,Null,DeepMidWicket,Middle,1
14,Sami  ,Babar Azam,Dot,0,Yorker,Null,Null,Null,WicketKeeper,Beaten,1
13,Sami  ,Babar Azam,Single,1,GoodLength,Null,Null,Punched,LongOn,Edged,1
13,Shaheen Shah Afridi  ,Babar Azam,Single,1,GoodLength,Null,Null,Knocked,Null,Middle,1
13,Shaheen Shah Afridi  ,Babar Azam,Four,4,Null,Null,Null,Drive,LongOn,Middle,1
12,Yasir Shah  ,Babar Azam,Single,1,Null,Null,Null,Drive,long-off,Middle,1
12,Yasir Shah  ,Babar Azam,Single,1,GoodLength,Null,Null,Drive,deep point,Middle,1
12,Yasir Shah  ,Babar Azam,Single,1,Yorker,OutsideOff,Null,Pulled,MidOn,Middle,1
12,Yasir Shah  ,Babar Azam,Single,1,Short,Null,Null,Pulled,DeepMidWicket,Middle,1
12,Yasir Shah  ,Babar Azam,Four,4,Shortter,OutsideOff,Null,Cut,BackwardPoint,Middle,1
11,Yasir Shah  ,Babar Azam,Double,2,Short,Stumps,Null,Null,SquareLeg,Middle,1
11,Shaheen Shah Afridi  ,Babar Azam,Four,4,Null,Null,Null,Lumped,MidOff,Middle,1
11,Yasir Shah  ,Babar Azam,Single,1,Null,Straight,Null,Nudged,LegSide,Middle,1
11,Yasir Shah  ,Babar Azam,Double,2,GoodLength,Null,Null,Belts,DeepMidWicket,Middle,1
10,Hasan Ali  ,Babar Azam,Single,1,FullLength,Null,Null,LeadingEdge,OffSide,Middle,1
9,Hasan Ali  ,Babar Azam,Single,1,GoodLength ,Null,Null,Null,Cover,miscued,1
9,Hasan Ali  ,Babar Azam,Triple,3,FullLength ,Null,AnglingIn,Whipped ,WideLongOn,Middle,1
9,Hasan Ali  ,Babar Azam,Single,1,GoodLength ,Null,PaceOff,Drive,LegSide,Middle,1
8,Faheem  ,Babar Azam,Four,4,GoodLength ,Null,Null,TopEdged,ThirdMan,TopEdged,1
8,Faheem  ,Babar Azam,Out,-1,GoodLength ,Null,KnuckleBall,HoledOut,DeepMidWicket,Middle,1
8,Faheem  ,Babar Azam,Dot,0,Short ,OnThePads,Null,Edged,Null,Edged,1
8,Raees  ,Babar Azam,Single,1,GoodLength ,Null,Null,Drive,Cover,Middle,1
8,Raees  ,Babar Azam,Single,1,Short ,Null,Null,RunsItDown,ThirdMan,Middle,1
7,Faheem  ,Babar Azam,Dot,0,GoodLength ,Null,Null,chip,OnSide,Middle,1
7,Faheem  ,Babar Azam,Single,1,FullLength,Null,Null,Drive,OffSide,Middle,1
7,Faheem  ,Babar Azam,Dot,0,GoodLength ,Null,Null,Drive,MidOff,Middle,1
6,Faheem  ,Babar Azam,Four,4,Short ,Wide,Null,Leans into it,Cover,Middle,1
6,Faheem  ,Babar Azam,Single,1,FullLength,Null,Null,Flick,MidWicket,Middle,1
6,Shadab  ,Babar Azam,Single,1,Short ,DownTheLegSide,Null,Null,Null,Middle,1
6,Shadab  ,Babar Azam,Single,1,Short ,DownTheLegSide,Null,Null,Null,Middle,1
5,Shadab  ,Babar Azam,Dot,0,FullLength,Null,Null,Punched,Bowler,Middle,1
5,Amad Butt  ,Babar Azam,Single,1,Short ,Wide,Null,Null,Null,Middle,1
5,Amad Butt  ,Babar Azam,Dot,0,FullLength,Null,Null,Clipped,MidWicket,Middle,1
5,Amad Butt  ,Babar Azam,Dot,0,GoodLength ,Null,Null,Edged,Null,Edged,1
4,Amad Butt  ,Babar Azam,Dot,0,FullLength,OffThePads,Null,Drive,Bowler,Middle,1
4,Shadab  ,Babar Azam,Single,1,FullLength,Null,Null,Smashed,Bowler,Middle,1
4,Shadab  ,Babar Azam,Double,2,GoodLength,Null,Null,Scooped,MidOn,Middle,1
3,Amad Butt  ,Babar Azam,Four,4,FullLength,Null,Null,PickUp,WideMidWicket,Middle,1
3,Amad Butt  ,Babar Azam,Single,1,GoodLength ,Null,Null,KanesItDown,ThirdMan,Middle,1
3,Amad Butt  ,Babar Azam,Single,1,FullLength  ,Null,Null,RunsItDown,ThirdMan,Middle,1
3,Shadab  ,Babar Azam,Dot,0,GoodLength,Null,Null,Null,Null,Middle,1
2,Patel  ,Babar Azam,Single,1,Short    ,Null,Null,eased down,DownTheGround,Middle,1
1,Patel  ,Babar Azam,Double,2,GoodLength ,Null,Null,Flick,WideLongOn,Middle,1
1,Patel  ,Babar Azam,Single,1,GoodLength ,Null,Null,Drive,DownTheGround,Middle,1
10,Shadab  ,Babar Azam,Single,1,Short    ,DownTheLegSide,Null,Null,Null,Middle,1
9,Shadab  ,Babar Azam,Single,1,FullLength  ,Null,Null,WorksItAway,LongOn,Middle,1
8,Faheem  ,Babar Azam,Six,6,Short    ,Null,Null,Blisters,CowCorner,Middle,1
8,Faheem  ,Babar Azam,Double,2,FullLength  ,OffThePads,Null,Flick,Null,Middle,1
7,Faheem  ,Babar Azam,Single,1,GoodLength ,Null,Null,Drive,long-off,Middle,1
7,Faheem  ,Babar Azam,Single,1,FullLength,Null,Null,Slashed,SweeperCover,Middle,1
7,Muhammad Musa  ,Babar Azam,Dot,0,Null,Null,AnglingIn,patted back,Bowler,Middle,1
6,Muhammad Musa  ,Babar Azam,Single,1,Short,OutsideOff,Null,Null,MidWicket,Middle,1
6,Muhammad Musa  ,Babar Azam,Four,4,Short,Null,Null,Swept,BackwardSquareLeg,Middle,1
6,Muhammad Musa  ,Babar Azam,Single,1,Null,Null,DriftsInward,worked,Square,Middle,1
6,Raees  ,Babar Azam,Single,1,GoodLength,Null,Null,Pulled,DeepMidWicket,Middle,1
5,Raees  ,Babar Azam,Dot,0,Short,Null,Null,Null,Null,on the pad,1
5,Raees  ,Babar Azam,Single,1,Short,Null,Null,Null,WicketKeeper,Middle,1
4,Raees  ,Babar Azam,Four,4,Null,Null,Null,Pulled,MidWicket,Middle,1
4,Raees  ,Babar Azam,Four,4,GoodLength,Wide,yorker,Guided,ShortThirdMan,Middle,1
2,Lamichhane  ,Babar Azam,Single,1,GoodLength ,MiddleStumps,Null,Flick,MidWicket,Middle,1
2,Wiese  ,Babar Azam,Single,1,GoodLength    ,Null,Null,Nudged,RoundTheCorner,Middle,1
1,Wiese  ,Babar Azam,Single,1,GoodLength    ,DownTheLegStump,Null,Null,Null,Middle,1
2,Wiese  ,Babar Azam,Single,1,GoodLength    ,OnTheFifthStump,Null,Swung Across,WideLongOn,Middle,1
1,Wiese  ,Babar Azam,Single,1,Short    ,Stumps,Null,Null,MidWicket,Middle,1
1,Wiese  ,Babar Azam,Single,1,FullLength  ,OnThePads,NippingIn,Null,ShortLeg,Missed,1
16,Lamichhane  ,Babar Azam,Single,1,Null,Null,Null,WorksItOff,LegSide,Middle,1
15,Lamichhane  ,Babar Azam,Six,6,Short    ,Null,Null,Belts,LongOn,Middle,1
15,Cheema  ,Babar Azam,Single,1,GoodLength    ,OutsideOff,Null,Cut,Point,Middle,1
15,Cheema  ,Babar Azam,Dot,0,Short    ,MiddleStump,Null,Defended,Null,Middle,1
14,Cheema  ,Babar Azam,Single,1,Short    ,WideOutsideOff,Null,Slapped,Point,Middle,1
14,Zaman  ,Babar Azam,Six,6,GoodLength    ,Null,Null,LoftedOnDrive,LongOn,Middle,1
14,Mohammad Ilyas  ,Babar Azam,Double,2,GoodLength   ,Null,Null,SlogSweep,DeepSquareLeg,Middle,1
13,Irfan  ,Babar Azam,Out,-1,Short    ,Null,Null,Pulled,WideLongOn,Middle,1
12,Irfan  ,Babar Azam,Dot,0,FullLength  ,Null,Null,Cut,Point,Middled,2
12,Irfan  ,Babar Azam,Dot,0,GoodLength    ,Null,Null,Pulled,MidWicket,Middled,2
11,Irfan  ,Babar Azam,Dot,0,GoodLength ,MiddleStumps,Null,StraightDrive,Bowler,Middled,2
11,Irfan  ,Babar Azam,Single,1,GoodLength    ,Null,Off Cutter,Square Cut,MidWicket,Middled,2
11,Abbas  ,Babar Azam,Dot,0,GoodLength   ,Null,Null,StraightDrive,Null,Null,2
10,Abbas  ,Babar Azam,Single,1,Short    ,Null,Null,BackFootDrive,OnSide,Middled,2
10,Mohammad Hasnain  ,Babar Azam,Single,1,GoodLength    ,OnThePads,Null,LegBye,OnSide,Missed,2
10,Mohammad Hasnain  ,Babar Azam,Dot,0,GoodLength   ,AroundOff,MediumPaceBall,StraightDrive,Cover,Middled,2
9,Mohammad Hasnain  ,Babar Azam,Double,2,GoodLength    ,Null,MediumPaceBall,Pulled,DeepMidWicket,Middled,2
9,Mohammad Hasnain  ,Babar Azam,Single,1,Null,Null,MediumPaceBall,Cut,Cover,Middled,2
9,Fawad  ,Babar Azam,Single,1,Null,OutsideOff,SlowerBall,Drag,MidWicket,Middled,2
9,Mohammad Hasnain  ,Babar Azam,Four,4,Null,OutsideOff,MediumPaceBall,LoftedDrive,Backword Point,Middled,2
9,Raees  ,Babar Azam,Single,1,FullLength,OutsideOff,MediumPaceBall,Flick,LongOn,Middled,2
8,Sami  ,Babar Azam,Four,4,Short,OutsideOff,MediumPaceBall,LateDabs,ThirdMan,Middled,2
8,Sami  ,Babar Azam,Double,2,GoodLength,OutsideOff,SlowerBall,Pulled,DeepMidWicket,Middled,2
8,Raees  ,Babar Azam,Single,1,FullLength,Null,SlowerBall,SoftHand,OffSide,Edged,2
7,Raees  ,Babar Azam,Single,1,GoodLength,OutsideOff,MediumPaceBall,Flick,MidOff,Middled,2
7,Raees  ,Babar Azam,Single,1,GoodLength,Null,SlowerBall,Pulled,MidWicket,Middled,2
6,Raees  ,Babar Azam,Double,2,GoodLength,OutsideOff,MediumPaceBall,Punched ,Cover,Middled,2
6,Raees  ,Babar Azam,Four,4,Null,OutsideOff,SlowBouncer,Flick,ThirdMan,Middled,2
6,Lamichhane  ,Babar Azam,Single,1,Null,OutsideOff,Null,Edge,Point,Edged,2
6,Wiese  ,Babar Azam,Dot,0,Null,LegStump,Null,Null,Null,Missed,2
4,Wiese  ,Babar Azam,Single,1,Short,DownTheLegSide,Flighted,Flick,LegSide,Missed,2
4,Wiese  ,Babar Azam,Single,1,Null,Stumps,Flighted,Sweep,DeepMidWicket,Middled,2
4,Wiese  ,Babar Azam,Four,4,GoodLength,OffStumps,Null,Defended,ThirdMan,Edged,2
4,Wiese  ,Babar Azam,Dot,0,Null,OffStumps,Null,Drive,Bowler,Inside Edge ,2
3,Lamichhane  ,Babar Azam,Single,1,Null,MiddleLegStump,Flighted,Flick,BehindSquare,Middled,2
3,Lamichhane  ,Babar Azam,Double,2,Null,Stumps,Null,StraightDrive,LongOn,NotMiddled,2
2,Cheema  ,Babar Azam,Dot,0,FullLength,OutsideOff,Quicker,Tuckle,LegSide,Middled,2
1,Cheema  ,Babar Azam,Double,2,FullLength,OutsideOff,Null,Cut,BehindThePoint,Middled,2
20,Cheema  ,Babar Azam,Dot,0,GoodLength,OffStumps,flatter,Defended,Null,Middled,2
19,Zaman  ,Babar Azam,Single,1,GoodLength,SixthStump,Null,Cut,Cover,Middled,2
19,Mohammad Ilyas  ,Babar Azam,Single,1,Short,LegStump,Null,Flick,BehindSquare,Middled,2
19,Irfan  ,Babar Azam,Single,1,FullLength,OutsideOff,MediumPaceBall,StraightDrive,ExraCover,Middled,2
18,Abbas  ,Babar Azam,Single,1,Short,OffStumps,MediumPaceBall,Flick,MidWicket,Middled,2
18,Abbas  ,Babar Azam,Single,1,Short,MiddleStump,Null,Heave,BackwardPoint,LeadingEdge,2
17,Mohammad Hasnain  ,Babar Azam,Dot,0,FullLength,Null,Null,LoftedShot,Null,Null,2
17,Mohammad Hasnain  ,Babar Azam,Dot,0,Short,AroundOff,Null,Null,ShortFineLeg,Null,2
17,Mohammad Hasnain  ,Babar Azam,Single,1,Yorker,Null,Null,Null,OnSide,Null,2
16,Mohammad Hasnain  ,Babar Azam,Dot,0,FullLength,Null,Null,Null,BackwardPoint,Null,2
16,Fawad  ,Babar Azam,Single,1,Null,Null,Null,Null,MidWicket,LeadingEdge,2
16,Mohammad Hasnain  ,Babar Azam,Single,1,Null,Null,Flick,Null,ShortFineLeg,Missed,2
16,Mohammad Hasnain  ,Babar Azam,Single,1,Yorker,WideOff,Null,Null,Cover,Null,2
15,Mohammad Hasnain  ,Babar Azam,Dot,0,GoodLength,WideOff,Null,Pulled,Null,Null,2
15,Raees  ,Babar Azam,Four,4,GoodLength,Null,Null,Null,midwicket,Null,2
15,Sami  ,Babar Azam,Dot,0,Null,OutsideOff,SlowBall,Null,front cover,Null,2
14,Sami  ,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Edged,2
14,Rahat Ali  ,Babar Azam,Dot,0,GoodLength,AroundOff,Null,Punched,Bowler,Middled,1
14,Hassan  ,Babar Azam,Dot,0,Yorker,DownTheLegSide,Null,Tuckle,MidWicket,Middled,1
14,Hassan  ,Babar Azam,Dot,0,Short,AroundOff,Null,Defended,Point,Middled,1
13,Rahat Ali  ,Babar Azam,Dot,0,Shortter,AroundOff,Null,Drive,Cover,Middled,1
13,Rahat Ali  ,Babar Azam,Dot,0,Short,Null,Null,Dabbed,Slip1,edge,1
13,Rahat Ali  ,Babar Azam,Dot,0,FullLength  ,LegStump,SwingingIn,Flick,Null,Missed,1
13,Hassan  ,Babar Azam,Single,1,Length    ,Null,Null,Flick,SquareLeg,Edged,1
12,Hassan  ,Babar Azam,Double,2,GoodLength ,OutsideOff,Null,Drive,ExraCover,Middled,1
11,Hassan  ,Babar Azam,Dot,0,Length    ,OutsideOff,Null,Defended,Null,outside edge,1
11,Archer  ,Babar Azam,Single,1,GoodLength   ,Null,Null,Crunched,DownTheWicket,Middled,1
11,Archer  ,Babar Azam,Dot,0,Short    ,AroundOff,Null,Pulled,MidWicket,Middled,1
11,Archer  ,Babar Azam,Dot,0,Length    ,Null,Null,Punched,WicketKeeper,miss,1
10,Ibtisam Sheikh  ,Babar Azam,Single,1,GoodLength   ,Null,Null,Flick,MidWicket,Middled,1
10,Ibtisam Sheikh  ,Babar Azam,Four,4,Length    ,OutsideOff,Null,Pulled,RightMidWicket,Middled,1
10,Ibtisam Sheikh  ,Babar Azam,Dot,0,GoodLength,across off,AnglingIn,Defended,Cover,Middled,1
10,Wahab Riaz  ,Babar Azam,Single,1,GoodLength,Null,Null,Dabbed,Point,Middled,1
9,Wahab Riaz  ,Babar Azam,Dot,0,Short,Null,Null,Drive,ExraCover,Middled,1
9,Ibtisam Sheikh  ,Babar Azam,Dot,0,FullLength,OutsideOff,SlowerBall,Pulled,Null,Missed,1
8,Ibtisam Sheikh  ,Babar Azam,Single,1,Short,Null,Null,Defended,Cover,Middled,1
8,Ibtisam Sheikh  ,Babar Azam,Single,1,Short,Null,Null,Null,Null,Null,1
7,Wahab Riaz  ,Babar Azam,Double,2,FullLength,Null,Null,On drive,MidWicket,Middled,1
6,Wahab Riaz  ,Babar Azam,Single,1,Short,Null,Null,Pulled,LongOn,Middled,1
6,Wahab Riaz  ,Babar Azam,Double,2,Yorker,DownTheLegSide,Null,Flick,DeepSquareLeg,Middled,1
6,Mohammad Asghar  ,Babar Azam,Double,2,FullLength,Null,Null,Punched,CoverSweeper,Middle,1
17,Mohammad Asghar  ,Babar Azam,Single,1,Null,Null,SlowerBall,Null,DeepOnTheOffside,Middle,1
7,Mohammad Asghar  ,Babar Azam,Double,2,Null,Null,SlowerBall,Cut,ThirdMan,Middle,1
7,Jordan  ,Babar Azam,Double,2,Yorker,OnThePads,Null,Whipped ,DeepMidWicket,Middle,1
7,Jordan  ,Babar Azam,Single,1,GoodLength,Null,Null,Whipped ,MidWicket,Middle,1
6,Jordan  ,Babar Azam,Single,1,GoodLength,AroundOff,Null,Null,MidWicket,Middle,1
6,Umaid Asif  ,Babar Azam,Single,1,Null,Null,Null,Null,DeepMidWicket,Middle,1
6,Umaid Asif  ,Babar Azam,Dot,0,Null,Null,Null,Null,WicketKeeper,Beaten,1
4,Umaid Asif  ,Babar Azam,Single,1,GoodLength,Null,Null,Punched,LongOn,Edged,1
4,Mustafizur  ,Babar Azam,Single,1,Yorker,Null,Null,Knocked,Null,Middle,1
4,Talat  ,Babar Azam,Four,4,Short,Null,Null,Drive,LongOn,Middle,1
3,Talat  ,Babar Azam,Single,1,Shortter,Null,Null,Drive,long-off,Middle,1
3,Talat  ,Babar Azam,Single,1,Short,Null,Null,Drive,deep point,Middle,1
3,Faheem  ,Babar Azam,Single,1,Null,OutsideOff,Null,Pulled,MidOn,Middle,1
3,Faheem  ,Babar Azam,Single,1,Null,Null,Null,Pulled,DeepMidWicket,Middle,1
2,Faheem  ,Babar Azam,Four,4,GoodLength,OutsideOff,Null,Cut,BackwardPoint,Middle,1
2,Patel  ,Babar Azam,Double,2,FullLength,Stumps,Null,Null,SquareLeg,Middle,1
1,Patel  ,Babar Azam,Four,4,GoodLength ,Null,Null,Lumped,MidOff,Middle,1
1,Patel  ,Babar Azam,Single,1,FullLength ,Straight,Null,Nudged,LegSide,Middle,1
1,Talat  ,Babar Azam,Double,2,GoodLength ,Null,Null,Belts,DeepMidWicket,Middle,1
14,Talat  ,Babar Azam,Single,1,GoodLength ,Null,Null,LeadingEdge,OffSide,Middle,1
14,Shadab  ,Babar Azam,Single,1,GoodLength ,Null,Null,Null,Cover,miscued,1
14,Shadab  ,Babar Azam,Triple,3,Short ,Null,AnglingIn,Whipped ,WideLongOn,Middle,1
14,Shadab  ,Babar Azam,Single,1,GoodLength ,Null,Null,Drive,LegSide,Middle,1
6,Shadab  ,Babar Azam,Four,4,Short ,Null,Null,TopEdged,ThirdMan,TopEdged,1
6,Shadab  ,Babar Azam,Out,-1,GoodLength ,Null,KnuckleBall,HoledOut,DeepMidWicket,Middle,1
6,Talat  ,Babar Azam,Dot,0,FullLength,OnThePads,Null,Edged,Null,Edged,1
5,Talat  ,Babar Azam,Single,1,GoodLength ,Null,Null,Drive,Cover,Middle,1
5,Shadab  ,Babar Azam,Single,1,Short ,Null,Null,RunsItDown,ThirdMan,Middle,1
4,Shadab  ,Babar Azam,Dot,0,FullLength,Null,Null,chip,OnSide,Middle,1
4,Shadab  ,Babar Azam,Single,1,Short ,Null,Null,Drive,OffSide,Middle,1
4,Shadab  ,Babar Azam,Dot,0,Short ,Null,Null,Drive,MidOff,Middle,1
3,Talat  ,Babar Azam,Four,4,FullLength,Wide,Null,Leans into it,Cover,Middle,1
3,Talat  ,Babar Azam,Single,1,Short ,Null,Null,Flick,MidWicket,Middle,1
3,Talat  ,Babar Azam,Single,1,FullLength,DownTheLegSide,Null,Null,Null,Middle,1
3,Shadab  ,Babar Azam,Single,1,GoodLength ,DownTheLegSide,Null,Null,Null,Middle,1
2,Shadab  ,Babar Azam,Dot,0,FullLength,Null,Null,Punched,Bowler,Middle,1
18,Shadab  ,Babar Azam,Single,1,FullLength,Wide,Null,Null,Null,Middle,1
17,Shadab  ,Babar Azam,Dot,0,GoodLength,Null,Null,Clipped,MidWicket,Middle,1
17,Faheem  ,Babar Azam,Dot,0,FullLength,Null,Null,Edged,Null,Edged,1
17,Faheem  ,Babar Azam,Dot,0,GoodLength ,OffThePads,Null,Drive,Bowler,Middle,1
17,Faheem  ,Babar Azam,Single,1,FullLength  ,Null,Null,Smashed,Bowler,Middle,1
16,Faheem  ,Babar Azam,Double,2,GoodLength,Null,Null,Scooped,MidOn,Middle,1
16,Faheem  ,Babar Azam,Four,4,Short    ,Null,Null,PickUp,WideMidWicket,Middle,1
15,Shadab  ,Babar Azam,Single,1,GoodLength ,Null,Null,KanesItDown,ThirdMan,Middle,1
15,Shadab  ,Babar Azam,Single,1,GoodLength ,Null,Null,RunsItDown,ThirdMan,Middle,1
15,Shadab  ,Babar Azam,Dot,0,Short    ,Null,Null,Null,Null,Middle,1
6,Shadab  ,Babar Azam,Single,1,FullLength  ,Null,Null,eased down,DownTheGround,Middle,1
6,Faheem  ,Babar Azam,Double,2,Short    ,Null,Null,Flick,WideLongOn,Middle,1
6,Faheem  ,Babar Azam,Single,1,FullLength  ,Null,Null,Drive,DownTheGround,Middle,1
5,Faheem  ,Babar Azam,Single,1,GoodLength ,DownTheLegSide,Null,Null,Null,Middle,1
5,Faheem  ,Babar Azam,Single,1,FullLength,Null,Null,WorksItAway,LongOn,Middle,1
4,Faheem  ,Babar Azam,Six,6,Null,Null,Null,Blisters,CowCorner,Middle,1
4,Patel  ,Babar Azam,Double,2,Short,OffThePads,Null,Flick,Null,Middle,1
4,Patel  ,Babar Azam,Single,1,Short,Null,Null,Drive,long-off,Middle,1
3,Patel  ,Babar Azam,Single,1,Null,Null,Null,Slashed,SweeperCover,Middle,1
3,Patel  ,Babar Azam,Dot,0,GoodLength,Null,AnglingIn,patted back,Bowler,Middle,1
3,Sami  ,Babar Azam,Single,1,Short,OutsideOff,Null,Null,MidWicket,Middle,1
3,Sami  ,Babar Azam,Four,4,Short,Null,Null,Swept,BackwardSquareLeg,Middle,1
2,Patel  ,Babar Azam,Single,1,Null,Null,DriftsInward,worked,Square,Middle,1
18,Patel  ,Babar Azam,Single,1,GoodLength,Null,Null,Pulled,DeepMidWicket,Middle,1
17,Sami  ,Babar Azam,Dot,0,GoodLength ,Null,Null,Null,Null,on the pad,1
17,Sami  ,Babar Azam,Single,1,GoodLength    ,Null,Null,Null,WicketKeeper,Middle,1
17,Hassan  ,Babar Azam,Four,4,GoodLength    ,Null,Null,Pulled,MidWicket,Middle,1
17,Hassan  ,Babar Azam,Four,4,GoodLength    ,Wide,yorker,Guided,ShortThirdMan,Middle,1
16,Hassan  ,Babar Azam,Single,1,Short    ,MiddleStumps,Null,Flick,MidWicket,Middle,1
16,Anwar Ali  ,Babar Azam,Single,1,FullLength  ,Null,Null,Nudged,RoundTheCorner,Middle,1
15,Anwar Ali  ,Babar Azam,Single,1,Null,DownTheLegStump,Null,Null,Null,Middle,1
15,Hassan  ,Babar Azam,Single,1,Short    ,OnTheFifthStump,Null,Swung Across,WideLongOn,Middle,1
15,Hassan  ,Babar Azam,Single,1,GoodLength    ,Stumps,Null,Null,MidWicket,Middle,1
15,Hassan  ,Babar Azam,Single,1,Short    ,OnThePads,NippingIn,Null,ShortLeg,Missed,1
15,Hassan  ,Babar Azam,Single,1,Short    ,Null,Null,WorksItOff,LegSide,Middle,1
14,Hassan  ,Babar Azam,Six,6,GoodLength    ,Null,Null,Belts,LongOn,Middle,1
14,Hassan  ,Babar Azam,Single,1,GoodLength   ,OutsideOff,Null,Cut,Point,Middle,1
13,Hassan  ,Babar Azam,Dot,0,Short    ,MiddleStump,Null,Defended,Null,Middle,1
13,Hassan  ,Babar Azam,Single,1,FullLength  ,WideOutsideOff,Null,Slapped,Point,Middle,1
13,Hassan  ,Babar Azam,Six,6,GoodLength    ,Null,Null,LoftedOnDrive,LongOn,Middle,1
12,Nawaz  ,Babar Azam,Double,2,GoodLength ,Null,Null,SlogSweep,DeepSquareLeg,Middle,1
12,Nawaz  ,Babar Azam,Out,-1,GoodLength    ,Null,Null,Pulled,WideLongOn,Middle,1
12,Nawaz  ,Babar Azam,Dot,0,GoodLength   ,Null,Null,Cut,Point,Middled,2
12,Nawaz  ,Babar Azam,Dot,0,Short    ,Null,Null,Pulled,MidWicket,Middled,2
12,Rahat Ali  ,Babar Azam,Dot,0,GoodLength    ,MiddleStumps,Null,StraightDrive,Bowler,Middled,2
11,Rahat Ali  ,Babar Azam,Single,1,GoodLength   ,Null,Off Cutter,Square Cut,MidWicket,Middled,2
11,Rahat Ali  ,Babar Azam,Dot,0,GoodLength    ,Null,Null,StraightDrive,Null,Null,2
11,Rahat Ali  ,Babar Azam,Single,1,Null,Null,Null,BackFootDrive,OnSide,Middled,2
11,Rahat Ali  ,Babar Azam,Single,1,Null,OnThePads,Null,LegBye,OnSide,Missed,2
10,Rahat Ali  ,Babar Azam,Dot,0,Null,AroundOff,MediumPaceBall,StraightDrive,Cover,Middled,2
9,Nawaz  ,Babar Azam,Double,2,FullLength,Null,MediumPaceBall,Pulled,DeepMidWicket,Middled,2
9,Nawaz  ,Babar Azam,Single,1,Short,Null,MediumPaceBall,Cut,Cover,Middled,2
