OverNumber,Bowlers_Name,Batsman_Name,Outcome,Runs,Delivery_Length,Delivery_Line,Delivery_type,Shot_type,Shot_Field_Position,Hit_type,Innings_No
9,Nawaz  ,Babar Azam,Single,1,GoodLength,OutsideOff,SlowerBall,Drag,MidWicket,Middled,2
8,Nawaz  ,Babar Azam,Four,4,FullLength,OutsideOff,MediumPaceBall,LoftedDrive,Backword Point,Middled,2
8,Nawaz  ,Babar Azam,Single,1,GoodLength,OutsideOff,MediumPaceBall,Flick,LongOn,Middled,2
8,Nawaz  ,Babar Azam,Four,4,GoodLength,OutsideOff,MediumPaceBall,LateDabs,ThirdMan,Middled,2
8,Viljoen  ,Babar Azam,Double,2,GoodLength,OutsideOff,SlowerBall,Pulled,DeepMidWicket,Middled,2
8,Viljoen  ,Babar Azam,Single,1,Null,Null,SlowerBall,SoftHand,OffSide,Edged,2
7,Viljoen  ,Babar Azam,Single,1,Null,OutsideOff,MediumPaceBall,Flick,MidOff,Middled,2
7,Viljoen  ,Babar Azam,Single,1,Null,Null,SlowerBall,Pulled,MidWicket,Middled,2
7,Pollard  ,Babar Azam,Double,2,Short,OutsideOff,MediumPaceBall,Punched ,Cover,Middled,2
6,Pollard  ,Babar Azam,Four,4,Null,OutsideOff,SlowBouncer,Flick,ThirdMan,Middled,2
6,Viljoen  ,Babar Azam,Single,1,GoodLength,OutsideOff,Null,Edge,Point,Edged,2
6,Viljoen  ,Babar Azam,Dot,0,Null,LegStump,Null,Null,Null,Missed,2
6,Viljoen  ,Babar Azam,Single,1,Null,DownTheLegSide,Flighted,Flick,LegSide,Missed,2
5,Viljoen  ,Babar Azam,Single,1,Null,Stumps,Flighted,Sweep,DeepMidWicket,Middled,2
5,Pollard  ,Babar Azam,Four,4,FullLength,OffStumps,Null,Defended,ThirdMan,Edged,2
5,Pollard  ,Babar Azam,Dot,0,FullLength,OffStumps,Null,Drive,Bowler,Inside Edge ,2
5,Pollard  ,Babar Azam,Single,1,GoodLength,MiddleLegStump,Flighted,Flick,BehindSquare,Middled,2
4,Pollard  ,Babar Azam,Double,2,GoodLength,Stumps,Null,StraightDrive,LongOn,NotMiddled,2
4,Pollard  ,Babar Azam,Dot,0,Short,OutsideOff,Quicker,Tuckle,LegSide,Middled,2
4,Junaid  ,Babar Azam,Double,2,FullLength,OutsideOff,Null,Cut,BehindThePoint,Middled,2
3,Junaid  ,Babar Azam,Dot,0,Short,OffStumps,flatter,Defended,Null,Middled,2
3,Junaid  ,Babar Azam,Single,1,Short,SixthStump,Null,Cut,Cover,Middled,2
3,Tahir  ,Babar Azam,Single,1,FullLength,LegStump,Null,Flick,BehindSquare,Middled,2
3,Tahir  ,Babar Azam,Single,1,Short,OutsideOff,MediumPaceBall,StraightDrive,ExraCover,Middled,2
2,Tahir  ,Babar Azam,Single,1,Yorker,OffStumps,MediumPaceBall,Flick,MidWicket,Middled,2
1,Tahir  ,Babar Azam,Single,1,FullLength,MiddleStump,Null,Heave,BackwardPoint,LeadingEdge,2
1,Irfan  ,Babar Azam,Dot,0,Null,Null,Null,LoftedShot,Null,Null,2
10,Irfan  ,Babar Azam,Dot,0,Null,AroundOff,Null,Null,ShortFineLeg,Null,2
9,Irfan  ,Babar Azam,Single,1,Yorker,Null,Null,Null,OnSide,Null,2
8,Irfan  ,Babar Azam,Dot,0,GoodLength,Null,Null,Null,BackwardPoint,Null,2
8,Viljoen  ,Babar Azam,Single,1,GoodLength,Null,Null,Null,MidWicket,LeadingEdge,2
7,Tahir  ,Babar Azam,Single,1,Null,Null,Flick,Null,ShortFineLeg,Missed,2
7,Tahir  ,Babar Azam,Single,1,Null,WideOff,Null,Null,Cover,Null,2
7,Tahir  ,Babar Azam,Dot,0,GoodLength,WideOff,Null,Pulled,Null,Null,2
6,Tahir  ,Babar Azam,Four,4,Yorker,Null,Null,Null,midwicket,Null,2
6,Tahir  ,Babar Azam,Dot,0,Short,OutsideOff,SlowBall,Null,front cover,Null,2
6,Junaid  ,Babar Azam,Dot,0,Shortter,Null,Null,Null,Null,Edged,2
6,Junaid  ,Babar Azam,Dot,0,Short,AroundOff,Null,Punched,Bowler,Middled,1
5,Junaid  ,Babar Azam,Dot,0,FullLength  ,DownTheLegSide,Null,Tuckle,MidWicket,Middled,1
5,Irfan  ,Babar Azam,Dot,0,Length    ,AroundOff,Null,Defended,Point,Middled,1
4,Irfan  ,Babar Azam,Dot,0,GoodLength ,AroundOff,Null,Drive,Cover,Middled,1
4,Tanvir  ,Babar Azam,Dot,0,Length    ,Null,Null,Dabbed,Slip1,edge,1
2,Irfan  ,Babar Azam,Dot,0,GoodLength   ,LegStump,SwingingIn,Flick,Null,Missed,1
2,Sohail Khan  ,Babar Azam,Single,1,Short    ,Null,Null,Flick,SquareLeg,Edged,1
1,Sohail Khan  ,Babar Azam,Double,2,Length    ,OutsideOff,Null,Drive,ExraCover,Middled,1
2,Sohail Khan  ,Babar Azam,Dot,0,GoodLength   ,OutsideOff,Null,Defended,Null,outside edge,1
1,Sohail Khan  ,Babar Azam,Single,1,GoodLength,Null,Null,Crunched,DownTheWicket,Middled,1
1,Shaheen Shah Afridi  ,Babar Azam,Dot,0,GoodLength,AroundOff,Null,Pulled,MidWicket,Middled,1
16,Shaheen Shah Afridi  ,Babar Azam,Dot,0,Short,Null,Null,Punched,WicketKeeper,miss,1
15,Shaheen Shah Afridi  ,Babar Azam,Single,1,FullLength,Null,Null,Flick,MidWicket,Middled,1
15,Narine  ,Babar Azam,Four,4,Short,OutsideOff,Null,Pulled,RightMidWicket,Middled,1
15,Narine  ,Babar Azam,Dot,0,Short,across off,AnglingIn,Defended,Cover,Middled,1
14,McClenaghan  ,Babar Azam,Single,1,FullLength,Null,Null,Dabbed,Point,Middled,1
14,McClenaghan  ,Babar Azam,Dot,0,Short,Null,Null,Drive,ExraCover,Middled,1
14,Yasir Shah  ,Babar Azam,Dot,0,Yorker,OutsideOff,SlowerBall,Pulled,Null,Missed,1
13,Yasir Shah  ,Babar Azam,Single,1,FullLength,Null,Null,Defended,Cover,Middled,1
12,Yasir Shah  ,Babar Azam,Single,1,Null,Null,Null,Null,Null,Null,1
12,Yasir Shah  ,Babar Azam,Double,2,Null,Null,Null,On drive,MidWicket,Middled,1
11,Sohail Khan  ,Babar Azam,Single,1,Yorker,Null,Null,Pulled,LongOn,Middled,1
11,Sohail Khan  ,Babar Azam,Double,2,GoodLength,DownTheLegSide,Null,Flick,DeepSquareLeg,Middled,1
11,Sohail Khan  ,Babar Azam,Double,2,GoodLength,Null,Null,Punched,CoverSweeper,Middle,1
10,Narine  ,Babar Azam,Single,1,Null,Null,SlowerBall,Null,DeepOnTheOffside,Middle,1
10,Narine  ,Babar Azam,Double,2,Null,Null,SlowerBall,Cut,ThirdMan,Middle,1
10,Narine  ,Babar Azam,Double,2,GoodLength,OnThePads,Null,Whipped ,DeepMidWicket,Middle,1
9,Narine  ,Babar Azam,Single,1,Yorker,Null,Null,Whipped ,MidWicket,Middle,1
9,McClenaghan  ,Babar Azam,Single,1,Short,AroundOff,Null,Null,MidWicket,Middle,1
9,McClenaghan  ,Babar Azam,Single,1,Shortter,Null,Null,Null,DeepMidWicket,Middle,1
9,McClenaghan  ,Babar Azam,Dot,0,Short,Null,Null,Null,WicketKeeper,Beaten,1
9,Narine  ,Babar Azam,Single,1,Null,Null,Null,Punched,LongOn,Edged,1
8,Narine  ,Babar Azam,Single,1,Null,Null,Null,Knocked,Null,Middle,1
8,Shaheen Shah Afridi  ,Babar Azam,Four,4,GoodLength,Null,Null,Drive,LongOn,Middle,1
8,Shaheen Shah Afridi  ,Babar Azam,Single,1,FullLength,Null,Null,Drive,long-off,Middle,1
7,Shaheen Shah Afridi  ,Babar Azam,Single,1,GoodLength ,Null,Null,Drive,deep point,Middle,1
7,Yasir Shah  ,Babar Azam,Single,1,FullLength ,OutsideOff,Null,Pulled,MidOn,Middle,1
6,McClenaghan  ,Babar Azam,Single,1,GoodLength ,Null,Null,Pulled,DeepMidWicket,Middle,1
6,McClenaghan  ,Babar Azam,Four,4,GoodLength ,OutsideOff,Null,Cut,BackwardPoint,Middle,1
6,McClenaghan  ,Babar Azam,Double,2,GoodLength ,Stumps,Null,Null,SquareLeg,Middle,1
6,McClenaghan  ,Babar Azam,Four,4,Short ,Null,Null,Lumped,MidOff,Middle,1
4,McClenaghan  ,Babar Azam,Single,1,GoodLength ,Straight,Null,Nudged,LegSide,Middle,1
4,McClenaghan  ,Babar Azam,Double,2,Short ,Null,Null,Belts,DeepMidWicket,Middle,1
4,McClenaghan  ,Babar Azam,Single,1,GoodLength ,Null,Null,LeadingEdge,OffSide,Middle,1
4,McClenaghan  ,Babar Azam,Single,1,FullLength,Null,Null,Null,Cover,miscued,1
3,McClenaghan  ,Babar Azam,Triple,3,GoodLength ,Null,AnglingIn,Whipped ,WideLongOn,Middle,1
3,Yasir Shah  ,Babar Azam,Single,1,Short ,Null,Null,Drive,LegSide,Middle,1
2,Yasir Shah  ,Babar Azam,Four,4,FullLength,Null,Null,TopEdged,ThirdMan,TopEdged,1
1,Yasir Shah  ,Babar Azam,Out,-1,Short ,Null,KnuckleBall,HoledOut,DeepMidWicket,Middle,1
20,Sami  ,Babar Azam,Dot,0,Short ,OnThePads,Null,Edged,Null,Edged,1
19,Sami  ,Babar Azam,Single,1,FullLength,Null,Null,Drive,Cover,Middle,1
19,Hasan Ali  ,Babar Azam,Single,1,Short ,Null,Null,RunsItDown,ThirdMan,Middle,1
19,Hasan Ali  ,Babar Azam,Dot,0,FullLength,Null,Null,chip,OnSide,Middle,1
18,Jordan  ,Babar Azam,Single,1,GoodLength ,Null,Null,Drive,OffSide,Middle,1
18,Jordan  ,Babar Azam,Dot,0,FullLength,Null,Null,Drive,MidOff,Middle,1
17,Jordan  ,Babar Azam,Four,4,FullLength,Wide,Null,Leans into it,Cover,Middle,1
17,Jordan  ,Babar Azam,Single,1,GoodLength,Null,Null,Flick,MidWicket,Middle,1
17,Hasan Ali  ,Babar Azam,Single,1,FullLength,DownTheLegSide,Null,Null,Null,Middle,1
16,Hasan Ali  ,Babar Azam,Single,1,GoodLength ,DownTheLegSide,Null,Null,Null,Middle,1
16,Hasan Ali  ,Babar Azam,Dot,0,FullLength  ,Null,Null,Punched,Bowler,Middle,1
16,Hasan Ali  ,Babar Azam,Single,1,GoodLength,Wide,Null,Null,Null,Middle,1
16,Umaid Asif  ,Babar Azam,Dot,0,Short    ,Null,Null,Clipped,MidWicket,Middle,1
15,Umaid Asif  ,Babar Azam,Dot,0,GoodLength ,Null,Null,Edged,Null,Edged,1
15,Umaid Asif  ,Babar Azam,Dot,0,GoodLength ,OffThePads,Null,Drive,Bowler,Middle,1
15,Wahab Riaz  ,Babar Azam,Single,1,Short    ,Null,Null,Smashed,Bowler,Middle,1
14,Wahab Riaz  ,Babar Azam,Double,2,FullLength  ,Null,Null,Scooped,MidOn,Middle,1
14,Wahab Riaz  ,Babar Azam,Four,4,Short    ,Null,Null,PickUp,WideMidWicket,Middle,1
14,Umaid Asif  ,Babar Azam,Single,1,FullLength  ,Null,Null,KanesItDown,ThirdMan,Middle,1
14,Umaid Asif  ,Babar Azam,Single,1,GoodLength ,Null,Null,RunsItDown,ThirdMan,Middle,1
13,Jordan  ,Babar Azam,Dot,0,FullLength,Null,Null,Null,Null,Middle,1
13,Jordan  ,Babar Azam,Single,1,Null,Null,Null,eased down,DownTheGround,Middle,1
13,Jordan  ,Babar Azam,Double,2,Short,Null,Null,Flick,WideLongOn,Middle,1
13,Jordan  ,Babar Azam,Single,1,Short,Null,Null,Drive,DownTheGround,Middle,1
12,Umaid Asif  ,Babar Azam,Single,1,Null,DownTheLegSide,Null,Null,Null,Middle,1
11,Umaid Asif  ,Babar Azam,Single,1,GoodLength,Null,Null,WorksItAway,LongOn,Middle,1
11,Umaid Asif  ,Babar Azam,Six,6,Short,Null,Null,Blisters,CowCorner,Middle,1
11,Umaid Asif  ,Babar Azam,Double,2,Short,OffThePads,Null,Flick,Null,Middle,1
11,Umaid Asif  ,Babar Azam,Single,1,Null,Null,Null,Drive,long-off,Middle,1
10,Wahab Riaz  ,Babar Azam,Single,1,GoodLength,Null,Null,Slashed,SweeperCover,Middle,1
10,Wahab Riaz  ,Babar Azam,Dot,0,GoodLength ,Null,AnglingIn,patted back,Bowler,Middle,1
10,Wahab Riaz  ,Babar Azam,Single,1,GoodLength    ,OutsideOff,Null,Null,MidWicket,Middle,1
10,Sameen Gul  ,Babar Azam,Four,4,GoodLength    ,Null,Null,Swept,BackwardSquareLeg,Middle,1
9,Sameen Gul  ,Babar Azam,Single,1,GoodLength    ,Null,DriftsInward,worked,Square,Middle,1
9,Jordan  ,Babar Azam,Single,1,Short    ,Null,Null,Pulled,DeepMidWicket,Middle,1
8,Jordan  ,Babar Azam,Dot,0,FullLength  ,Null,Null,Null,Null,on the pad,1
8,Jordan  ,Babar Azam,Single,1,Null,Null,Null,Null,WicketKeeper,Middle,1
7,Jordan  ,Babar Azam,Four,4,Short    ,Null,Null,Pulled,MidWicket,Middle,1
6,Jordan  ,Babar Azam,Four,4,GoodLength    ,Wide,yorker,Guided,ShortThirdMan,Middle,1
6,Sameen Gul  ,Babar Azam,Single,1,Short    ,MiddleStumps,Null,Flick,MidWicket,Middle,1
6,Hasan Ali  ,Babar Azam,Single,1,Short    ,Null,Null,Nudged,RoundTheCorner,Middle,1
17,Hasan Ali  ,Babar Azam,Single,1,GoodLength    ,DownTheLegStump,Null,Null,Null,Middle,1
7,Hasan Ali  ,Babar Azam,Single,1,GoodLength   ,OnTheFifthStump,Null,Swung Across,WideLongOn,Middle,1
7,Hasan Ali  ,Babar Azam,Single,1,Short    ,Stumps,Null,Null,MidWicket,Middle,1
7,Hasan Ali  ,Babar Azam,Single,1,FullLength  ,OnThePads,NippingIn,Null,ShortLeg,Missed,1
6,Hasan Ali  ,Babar Azam,Single,1,GoodLength    ,Null,Null,WorksItOff,LegSide,Middle,1
6,Sameen Gul  ,Babar Azam,Out,-1,Short    ,Null,Null,Null,Middle,Middle,1
6,Munro,Babar Azam,Dot,0,Null,Null,Null,Null,Uknown,Null,1
4,Southee,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Null,Null,MidWicket,Middled,1
4,Southee,Babar Azam,Dot,0,ShortLength,OutsideOffStump,Bouncer,Null,Cover,Middled,1
4,Southee,Babar Azam,Dot,0,GoodLength,Null,Null,DefensiveShot,Null,Middled,1
3,Southee,Babar Azam,Dot,0,FullLength,OutsideOffStump,Null,Null,MidWicket,Middled,1
3,de Grandhomme,Babar Azam,Single,1,GoodLength,OutsideOffStump,Null,Null,ThirdMan,Middled,1
3,de Grandhomme,Babar Azam,Single,1,Null,Null,ShortFineLeg,Drive,Null,OnThePads,1
3,Santner,Babar Azam,Double,2,Null,MiddleOrLegStump,Null,Null,MidWicket,Middled,1
2,Santner,Babar Azam,Single,1,Null,Null,Null,Drive,DeepCover,Middled,1
2,Santner,Babar Azam,Single,1,Null,Null,Wide,Null,DeepPoint,Middled,1
1,Sodhi,Babar Azam,Single,1,ShortLength,OutsideOffStump,Wide,Pull,LongOn,Middled,1
1,Sodhi,Babar Azam,Single,1,Null,OutsideOffStump,Null,Drive,LongOff,Middled,1
1,Southee,Babar Azam,Single,1,GoodLength,OutsideOffStump,Null,Null,LongOn,Middled,1
14,Southee,Babar Azam,Dot,0,GoodLength,OutsideOffStump,Null,Null,Cover,Middled,1
14,Southee,Babar Azam,Single,1,ShortLength,MiddleOrLegStump,Null,Null,LongOn,Middled,1
14,Rance,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Null,Drive,LongOn,Middled,1
14,Santner,Babar Azam,Single,1,Null,MiddleOrLegStump,FlickerBall,Flick,MidWicket,Middled,1
12,Santner,Babar Azam,Single,1,Null,OutsideOffStump,SlowerBall,Null,LongOff,Middled,1
12,Santner,Babar Azam,Dot,0,ShortLength,Null,Wide,Null,Point,Middled,1
12,Sodhi,Babar Azam,Single,1,ShortLength,Null,Wide,Null,Point,Middled,1
11,Sodhi,Babar Azam,Single,1,Null,OutsideOffStump,Googly,Null,LongOn,Middled,1
11,Sodhi,Babar Azam,Dot,0,Null,OutsideOffStump,Null,Drive,Cover,Middled,1
11,Santner,Babar Azam,Dot,0,FullLength,MiddleOrLegStump,Null,Null,Null,Middled,1
11,Sodhi,Babar Azam,Dot,0,FullLength,OutsideOffStump,LegBreak,Drive,Null,Middled,1
6,Sodhi,Babar Azam,Single,1,Null,Null,Googly,Null,MidWicket,Middled,1
6,Santner,Babar Azam,Single,1,Null,MiddleOrLegStump,Null,Null,SquareLeg,Middled,1
6,Santner,Babar Azam,Single,1,Null,OutsideOffStump,SlowerBall,Null,Point,Middled,1
5,Santner,Babar Azam,Dot,0,FullLength,OutsideOffStump,Null,Null,Point,Middled,1
5,Sodhi,Babar Azam,Triple,3,ShortLength,OutsideOffStump,Wide,Cut,TheSlips,Middled,1
4,Kitchen,Babar Azam,Single,1,Null,Null,Null,Null,Null,Middled,1
4,Kitchen,Babar Azam,Single,1,FullToss,MiddleOrLegStump,Null,Null,MidWicket,Middled,1
4,de Grandhomme,Babar Azam,Single,1,Null,Null,Wide,Null,MidOn,Middled,1
3,de Grandhomme,Babar Azam,Dot,0,FullLength,OutsideOffStump,Outswinger,Drive,MidOn,Middled,1
3,Southee,Babar Azam,Dot,0,FullLength,MiddleOrLegStump,Null,Null,Null,Middled,1
3,Boult,Babar Azam,Four,4,ShortLength,LegStump,Null,Pull,DeepCover,Middled,1
3,Boult,Babar Azam,Single,1,GoodLength,OutsideOffStump,Wide,Drive,Cover,Edged,1
2,Wheeler,Babar Azam,Double,2,ShortLength,Null,Null,Pull,FineLeg,Edged,1
18,Wheeler,Babar Azam,Single,1,ShortLength,MiddleOrLegStump,Wide,Pull,MidOn,Middled,1
17,Rance,Babar Azam,Dot,0,FullLength,OnStump,Null,Null,Null,Middled,1
17,Rance,Babar Azam,Single,1,FullLength,OnStump,Null,Drive,ThirdMan,Edged,1
17,Rance,Babar Azam,Single,1,FullLength,OutsideOffStump,Wide,Null,Null,Missed,1
17,Rance,Babar Azam,Six,6,FullToss,OnStump,Null,Null,LongOff,Middled,1
16,Rance,Babar Azam,Single,1,FullLength,OutsideOffStump,Wide,Null,Null,missed,1
16,Rance,Babar Azam,Single,1,FullToss,OutsideOffStump,Null,Drive,ThirdMan,Edged,1
15,Rance,Babar Azam,Single,1,FullLength,OutsideOffStump,Wide,Null,Null,missed,1
15,Sodhi,Babar Azam,Single,1,FullLength,OutsideOffStump,Null,Null,DeepPoint,Middled,1
15,Sodhi,Babar Azam,Single,1,FullLength,OnStump,Null,Null,Null,Middled,1
15,Sodhi,Babar Azam,Four,4,FullLength,OnStump,Null,Null,Null,Middled,1
15,Boult,Babar Azam,Single,1,FullLength,MiddleOrLegStump,FlickerBall,Flick,MidWicket,Middled,1
14,Boult,Babar Azam,Four,4,FullLength,OnStump,Null,Null,LongOff,Middled,1
14,Sodhi,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Null,Drive,SquareLeg,Middled,1
13,Sodhi,Babar Azam,Double,2,FullToss,OutsideOffStump,Null,Drive,Cover,Middled,1
13,Sodhi,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Null,Null,MidWicket,Middled,1
13,Wheeler,Babar Azam,Four,4,ShortLength,LegStump,FlickerBall,Flick,FineLeg,Middled,1
12,Wheeler,Babar Azam,Dot,0,ShortLength,LegStump,Bouncer,Null,Null,Middled,1
12,Wheeler,Babar Azam,Single,1,ShortLength,MiddleOrLegStump,Null,Drive,MidWicket,Middled,1
12,Wheeler,Babar Azam,Single,1,FullLength,LegStump,Null,Null,LegSide,Middled,1
12,de Grandhomme,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Null,Drive,LegSide,Middled,1
12,de Grandhomme,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Null,Null,LegSide,Middled,1
11,de Grandhomme,Babar Azam,Four,4,FullLength,OnStump,Null,Drive,LongOff,Middled,1
11,Santner,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Null,Null,LongOff,Middled,1
11,Santner,Babar Azam,Single,1,ShortLength,OnStump,Null,Pull,LongOn,Middled,1
11,Santner,Babar Azam,Single,1,GoodLength,OutsideOffStump,Wide,Null,Null,Middled,1
10,Santner,Babar Azam,Single,1,FullLength,MiddleOrLegStump,Null,Null,LegSide,Middled,1
9,Santner,Babar Azam,Single,1,GoodLength,OutsideOffStump,Wide,Cut,DeepCover,Middled,1
9,de Grandhomme,Babar Azam,Single,1,FullLength,OutsideOffStump,Null,Null,LongOn,Middled,1
9,de Grandhomme,Babar Azam,Double,2,GoodLength,OnStump,FlickerBall,Flick,MidWicket,Middled,1
8,de Grandhomme,Babar Azam,Single,1,ShortLength,OutsideOffStump,Null,Null,LongOn,Middled,1
8,Sodhi,Babar Azam,Out,-1,GoodLength,OutsideOffStump,Null,Null,WicketKeeper,Middled,1
8,Sodhi,Babar Azam,Double,2,ShortLength,OnStump,Null,Cut,Null,Middled,1
8,Sodhi,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Null,Pull,MidWicket,Middled,1
8,Santner,Babar Azam,Dot,0,FullLength,OutsideOffStump,Null,SquareDrive,Null,Middled,1
7,Santner,Babar Azam,Dot,0,FullToss,OutsideOffStump,Null,Null,Cover,Middled,1
7,Santner,Babar Azam,Double,2,GoodLength,OutsideOffStump,Wide,Null,MidWicket,Middled,1
7,Santner,Babar Azam,Single,1,FullLength,OutsideOffStump,Null,Null,MidOff,Middled,1
6,Sodhi,Babar Azam,Single,1,GoodLength,OnStump,Null,Null,Point,Middled,1
6,Sodhi,Babar Azam,Double,2,GoodLength,OutsideOffStump,Null,Null,LongOff,Middled,1
6,Sodhi,Babar Azam,Single,1,ShortLength,Null,Null,Pull,LegSide,Middled,1
6,de Grandhomme,Babar Azam,Single,1,FullLength,OnStump,Null,Null,MidWicket,Middled,1
5,de Grandhomme,Babar Azam,Four,4,GoodLength,OutsideOffStump,Null,Null,Null,Middled,1
5,de Grandhomme,Babar Azam,Dot,0,FullLength,MiddleOrLegStump,Null,Null,MidOn,Middled,1
5,de Grandhomme,Babar Azam,Dot,0,GoodLength,OnStump,Null,Null,Null,Middled,1
5,Boult,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Null,Pull,Null,Middled,1
4,Boult,Babar Azam,Dot,0,FullLength,OnStump,Null,Null,Cover,Middled,1
4,Boult,Babar Azam,Double,2,FullLength,OutsideOffStump,Wide,Null,Point,Middled,1
4,Emrit,Babar Azam,Out,-1,Yorker,LegStump,Yorker,Null,Null,Missed,1
3,Emrit,Babar Azam,Dot,0,GoodLength,OutsideOffStump,Null,Null,Cover,Middled,1
3,Emrit,Babar Azam,Four,4,GoodLength,Null,Null,Null,MidWicket,Middled,1
3,Emrit,Babar Azam,Dot,0,GoodLength,OutsideOffStump,Null,Cut,Null,Edged,1
3,Emrit,Babar Azam,Single,1,GoodLength,Null,SlowerBall,Null,Null,Middled,1
2,Paul,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Null,Null,BackwardSquareLeg,Middled,1
1,Paul,Babar Azam,Dot,0,GoodLength,Null,Null,Null,MidOn,Middled,1
1,Paul,Babar Azam,Four,4,GoodLength,MiddleOrLegStump,Null,Null,BackwardSquareLeg,Middled,1
10,Paul,Babar Azam,Four,4,ShortLength,Null,Wide,Cut,BackwardPoint,Middled,1
9,Paul,Babar Azam,Double,2,ShortLength,MiddleOrLegStump,Null,Null,MidWicket,Middled,1
8,Paul,Babar Azam,Dot,0,FullLength,OutsideOffStump,Null,Null,Cover,Middled,1
8,Emrit,Babar Azam,Single,1,GoodLength,OutsideOffStump,Null,Pull,MidWicket,Middled,1
7,Paul,Babar Azam,Dot,0,FullLength,OutsideOffStump,Null,Drive,Cover,Middled,1
7,Williams,Babar Azam,Single,1,Null,Null,Null,Null,SquareLeg,Edged,1
7,Williams,Babar Azam,Dot,0,Null,Null,Null,Cut,Point,Middled,1
6,Williams,Babar Azam,Single,1,Yorker,Null,Yorker,Null,ThirdMan,Missed,1
6,Williams,Babar Azam,Four,4,Null,Null,SlowerBall,Pull,LongOn,Middled,1
6,Williams,Babar Azam,Double,2,Yorker,MiddleOrLegStump,Null,Null,LongOn,Middled,1
6,Paul,Babar Azam,Single,1,FullToss,MiddleOrLegStump,Null,Null,LongOn,Middled,1
5,Paul,Babar Azam,Single,1,FullToss,Null,Inswinger,Null,SquareLeg,Middled,1
5,Paul,Babar Azam,Four,4,Null,MiddleOrLegStump,Null,Null,Point,Middled,1
4,Emrit,Babar Azam,Single,1,Null,Null,Null,Cut,Point,Middled,1
4,Emrit,Babar Azam,Dot,0,Null,Null,Null,Null,Null,Missed,1
2,Emrit,Babar Azam,Five,5,FullToss,Null,Null,Null,FineLeg,Missed,1
2,Emrit,Babar Azam,Four,4,Null,Null,Null,Null,Null,OnThePads,1
1,Williams,Babar Azam,Single,1,Yorker,MiddleOrLegStump,Null,Null,SquareLeg,Middled,1
2,Williams,Babar Azam,Double,2,FullLength,Null,Null,Null,DeepExtraCover,Middled,1
1,Williams,Babar Azam,Single,1,FullToss,Null,FlickerBall,Flick,SquareLeg,Edged,1
1,Williams,Babar Azam,Six,6,FullLength,Null,SlowerBall,Null,LongOn,Middled,1
16,Smith,Babar Azam,Single,1,FullToss,OutsideOffStump,Inswinger,Null,SquareLeg,Middled,1
15,Smith,Babar Azam,Single,1,Null,Null,Null,Pull,LongOn,Middled,1
15,Smith,Babar Azam,Double,2,Null,Null,Null,Pull,MidWicket,Middled,1
15,Emrit,Babar Azam,Four,4,Null,Null,Null,Null,Cover,Middled,1
14,Emrit,Babar Azam,Single,1,Null,MiddleOrLegStump,Null,Null,MidWicket,Middled,1
14,Emrit,Babar Azam,Four,4,Null,Null,Null,Null,Point,Middled,1
14,Powell,Babar Azam,Single,1,FullLength,MiddleOrLegStump,SlowerBall,Flick,MidWicket,Middled,1
13,Williams,Babar Azam,Single,1,Null,Null,Null,Null,Cover,Middled,1
12,Williams,Babar Azam,Dot,0,Null,OnStump,SlowerBall,DefensiveShot,Null,Middled,1
12,Williams,Babar Azam,Four,4,GoodLength,Null,Null,Null,LegSide,Middled,1
11,Williams,Babar Azam,Single,1,GoodLength,Null,SlowerBall,Null,SquareLeg,Middled,1
11,Smith,Babar Azam,Single,1,GoodLength,Null,Null,Null,DeepPoint,Middled,1
11,Smith,Babar Azam,Four,4,ShortLength,Null,Null,Null,Null,Middled,1
10,Smith,Babar Azam,Four,4,Null,Null,Null,Cut,ThirdMan,Middled,1
10,Smith,Babar Azam,Single,1,GoodLength,Null,Null,Null,LongOn,Middled,1
10,Paul,Babar Azam,Single,1,FullToss,OnStump,Null,Null,LongOff,Middled,1
9,Paul,Babar Azam,Single,1,Null,Null,Yorker,Null,Null,Missed,1
9,Paul,Babar Azam,Dot,0,Null,Null,Null,Null,Cover,Middled,1
9,Smith,Babar Azam,Single,1,Null,OutsideOffStump,Null,Pull,Null,Middled,1
9,Smith,Babar Azam,Single,1,Null,Null,Null,Null,DeepPoint,Middled,1
9,Smith,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Null,Null,LongOn,Middled,1
8,Badree,Babar Azam,Single,1,ShortLength,Null,Null,Cut,Point,Middled,1
8,Badree,Babar Azam,Four,4,FullLength,MiddleOrLegStump,Null,Null,LongOn,Middled,1
8,Williams,Babar Azam,Four,4,ShortLength,OutsideOffStump,Null,Null,Null,Middled,1
7,Williams,Babar Azam,Single,1,GoodLength,MiddleOrLegStump,Null,Null,MidWicket,Middled,1
7,Williams,Babar Azam,Dot,0,GoodLength,Null,Null,Null,Cover,Middled,1
6,Badree,Babar Azam,Single,1,Null,Null,Null,Null,MidWicket,Middled,1
